CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD_ID,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
ID9701,0,0,No,47,280,4,1,1K,27,20-29,Female,0,2006,15,11 to 20,9000,150K - 300K,1,8701,1,0,Personal,Dallas/Fort Worth TX,Texas,ID8,no,1,N
ID9702,0,0,No,43,227,3,0,1K,17,0-19,Male,2,2006,46,41 to 50,2000,150K - 300K,1,8702,1,0,Personal,Dallas/Fort Worth TX,Texas,ID10,no,1,N
ID9703,0,13,No,56,280,3,0,1K,61,60-69,Female,1,2010,24,21 to 30,5000,150K - 300K,0,8703,1,3000,Personal,Dallas/Fort Worth TX,Texas,ID17,yes,1,N
ID9704,0,0,No,35,181,4,1,5K,41,40-49,Male,1,2006,8,1 to 10,48000,150K - 300K,3,8704,3,3000,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9705,0,0,No,64,304,4,0,10K,80,80+,Female,1,2012,13,11 to 20,4000,150K - 300K,0,8705,1,3000,Personal,Dallas/Fort Worth TX,Texas,ID20,no,1,N
ID9706,0,0,No,45,280,4,1,5K,41,40-49,Female,1,2005,20,21 to 30,39000,Less than 150K,5,8706,5,20300,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9707,7,6,No,50,280,2,0,1K,75,70-79,Female,2,2010,46,41 to 50,5000,Less than 150K,0,8707,1,6000,Personal,Dallas/Fort Worth TX,Texas,ID15,yes,1,N
ID9708,0,86,No,64,280,2,0,1K,80,80+,Female,1,2010,54,51 to 60,5000,Less than 150K,0,8708,1,4500,Personal,Dallas/Fort Worth TX,Texas,ID8,yes,1,N
ID9709,0,6,No,50,280,2,1,1K,68,60-69,Female,1,2010,33,31 to 40,10000,Less than 150K,0,8709,1,7500,Personal,Dallas/Fort Worth TX,Texas,ID9,yes,1,N
ID9710,0,0,No,39,227,2,0,1K,55,50-59,Male,2,2004,38,31 to 40,6000,Less than 150K,0,8710,1,7000,Personal,Dallas/Fort Worth TX,Texas,ID14,no,1,N
ID9711,0,2,No,51,280,4,1,25K,60,60-69,Male,1,2007,19,11 to 20,6000,Less than 150K,0,8711,1,6000,Personal,Dallas/Fort Worth TX,Texas,ID9,no,1,N
ID9712,0,0,No,51,280,3,0,1K,25,20-29,Female,1,2004,27,21 to 30,23000,Less than 150K,2,8712,2,10500,Personal,Dallas/Fort Worth TX,Texas,ID19,no,1,N
ID9713,2,0,No,57,280,2,1,1K,38,30-39,Female,2,2012,37,31 to 40,7000,Less than 150K,2,8713,2,6000,Personal,Dallas/Fort Worth TX,Texas,ID9,no,1,N
ID9714,0,0,No,40,227,3,1,25K,69,60-69,Male,0,2010,70,71 to 80,9000,Less than 150K,0,8714,1,6000,Personal,Dallas/Fort Worth TX,Texas,ID18,no,1,N
ID9715,0,0,No,38,181,2,0,1K,80,80+,Female,1,2011,18,11 to 20,4000,Less than 150K,0,8715,1,6500,Personal,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9716,0,9,No,53,280,2,1,1K,63,60-69,Female,1,2005,22,21 to 30,2000,Less than 150K,0,8716,1,13500,Personal,Dallas/Fort Worth TX,Texas,ID15,yes,1,N
ID9717,0,6,No,56,304,3,1,25K,78,70-79,Male,1,2005,54,51 to 60,8000,Less than 150K,0,8717,1,4500,Personal,Dallas/Fort Worth TX,Texas,ID14,yes,1,N
ID9718,9,16,No,41,227,2,0,1K,30,30-39,Female,1,2003,15,11 to 20,26000,Less than 150K,2,8718,2,3000,Personal,Dallas/Fort Worth TX,Texas,ID10,yes,1,N
ID9719,17,57,No,62,304,2,1,1K,34,30-39,Female,1,2010,9,1 to 10,31000,Less than 150K,4,8719,4,14000,Personal,Dallas/Fort Worth TX,Texas,ID9,yes,1,N
ID9720,52,63,No,50,280,3,1,25K,27,20-29,Female,2,2003,23,21 to 30,2000,Less than 150K,0,8720,1,12000,Personal,Dallas/Fort Worth TX,Texas,ID19,yes,1,N
ID9721,0,3,No,42,227,3,0,1K,17,0-19,Female,1,2012,19,11 to 20,9000,Less than 150K,2,8721,2,3000,Personal,Dallas/Fort Worth TX,Texas,ID10,no,1,N
ID9722,0,0,No,49,280,2,1,10K,44,40-49,Female,1,2006,3,1 to 10,70000,Less than 150K,2,8722,2,3100,Personal,Dallas/Fort Worth TX,Texas,ID8,no,1,N
ID9723,10,33,No,53,280,2,0,1K,74,70-79,Male,1,2010,60,51 to 60,9000,Less than 150K,0,8723,1,4000,Personal,Dallas/Fort Worth TX,Texas,ID8,yes,1,N
ID9724,3,1,No,57,280,2,0,1K,73,70-79,Male,1,2009,15,11 to 20,9000,Less than 150K,0,8724,1,12500,Personal,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID9725,0,3,No,51,280,3,0,25K,39,30-39,Female,2,2007,11,11 to 20,35000,Less than 150K,1,8725,1,6500,Personal,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9726,0,0,No,49,227,3,1,1K,18,0-19,Male,1,2009,16,11 to 20,22000,Less than 150K,2,8726,2,7000,Personal,Dallas/Fort Worth TX,Texas,ID14,no,1,N
ID9727,0,0,No,50,280,2,0,1K,80,80+,Male,1,2012,39,31 to 40,2000,Less than 150K,0,8727,1,33000,Personal,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID9728,13,34,No,43,227,2,0,1K,47,40-49,Female,1,2005,11,11 to 20,30000,Less than 150K,2,8728,2,8500,Personal,Dallas/Fort Worth TX,Texas,ID14,yes,1,N
ID9729,32,38,No,54,280,2,0,1K,57,50-59,Female,1,2004,56,51 to 60,1000,Less than 150K,0,8729,1,7500,Personal,Dallas/Fort Worth TX,Texas,ID8,yes,1,N
ID9730,40,64,No,44,227,2,0,1K,80,80+,Male,1,2003,37,31 to 40,6000,Less than 150K,0,8730,1,15000,Personal,Dallas/Fort Worth TX,Texas,ID6,yes,1,N
ID9731,0,0,No,65,304,4,0,25K,34,30-39,Female,1,2005,6,1 to 10,13000,Less than 150K,2,8731,2,9000,Personal,Dallas/Fort Worth TX,Texas,ID9,no,1,N
ID9732,49,45,No,41,227,2,1,1K,66,60-69,Female,1,2004,21,21 to 30,5000,Less than 150K,0,8732,1,9000,Personal,Dallas/Fort Worth TX,Texas,ID10,yes,1,N
ID9733,0,1,No,49,227,2,1,1K,58,50-59,Female,2,2004,18,11 to 20,7000,Less than 150K,0,8733,1,1000,Personal,Dallas/Fort Worth TX,Texas,ID10,no,1,N
ID9734,0,0,No,41,227,2,0,1K,69,60-69,Male,1,2010,38,31 to 40,4000,Less than 150K,0,8734,1,4000,Personal,Dallas/Fort Worth TX,Texas,ID14,no,1,N
ID9735,0,0,No,39,181,5,1,10K,47,40-49,Female,2,2007,0,0,3000,300K+,0,8735,1,9000,Small Business,Dallas/Fort Worth TX,Texas,ID12,no,1,N
ID9736,0,0,No,39,227,4,0,1K,46,40-49,Male,1,2003,7,1 to 10,20000,300K+,2,8736,2,9000,Small Business,Dallas/Fort Worth TX,Texas,ID18,no,1,N
ID9737,173,166,No,41,227,4,0,25K,59,50-59,Female,1,2007,10,1 to 10,6000,300K+,0,8737,1,10500,Small Business,Dallas/Fort Worth TX,Texas,ID14,yes,1,N
ID9738,0,6,No,42,227,5,0,10K,42,40-49,Male,1,2003,11,11 to 20,9000,300K+,0,8738,1,3000,Small Business,Dallas/Fort Worth TX,Texas,ID6,yes,1,N
ID9739,26,15,No,34,181,4,1,10K,45,40-49,Female,1,2004,9,1 to 10,1000,300K+,0,8739,1,4500,Small Business,Dallas/Fort Worth TX,Texas,ID17,yes,1,N
ID9740,0,0,No,51,304,4,0,1K,26,20-29,Female,1,2004,0,0,6000,300K+,2,8740,2,18500,Small Business,Dallas/Fort Worth TX,Texas,ID14,no,1,N
ID9741,0,0,No,52,304,4,1,5K,56,50-59,Female,1,2005,18,11 to 20,8000,300K+,0,8741,1,6000,Small Business,Dallas/Fort Worth TX,Texas,ID20,no,1,N
ID9742,0,0,No,40,181,4,1,1K,44,40-49,Female,2,2009,0,0,35000,300K+,2,8742,2,5500,Small Business,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID9743,0,0,No,47,280,4,0,1K,37,30-39,Female,0,2009,37,31 to 40,5000,300K+,0,8743,1,1000,Small Business,Dallas/Fort Worth TX,Texas,ID17,no,1,N
ID9744,37,74,No,54,304,3,1,1K,51,50-59,Male,2,2010,4,1 to 10,9000,150K - 300K,0,8744,1,2000,Small Business,Dallas/Fort Worth TX,Texas,ID20,yes,1,N
ID9745,4,22,No,55,280,3,0,1K,15,0-19,Male,2,2008,3,1 to 10,8000,150K - 300K,5,8745,5,6500,Small Business,Dallas/Fort Worth TX,Texas,ID15,yes,1,N
ID9746,0,0,No,45,227,2,1,1K,67,60-69,Female,1,2006,10,1 to 10,10000,Less than 150K,0,8746,1,8000,Small Business,Dallas/Fort Worth TX,Texas,ID6,no,1,N
ID9747,12,14,No,53,280,2,1,1K,65,60-69,Female,1,2004,12,11 to 20,10000,Less than 150K,0,8747,1,7500,Small Business,Dallas/Fort Worth TX,Texas,ID19,yes,1,N
ID9748,0,11,No,43,181,1,0,1K,31,30-39,Female,1,2006,14,11 to 20,18000,Less than 150K,1,8748,1,8000,Small Business,Dallas/Fort Worth TX,Texas,ID12,yes,1,N
ID9749,36,103,No,62,280,2,1,1K,70,70-79,Male,1,2012,28,21 to 30,1000,Less than 150K,0,8749,1,9000,Small Business,Dallas/Fort Worth TX,Texas,ID8,yes,1,N
ID9750,0,0,No,46,227,3,1,1K,80,80+,Female,1,2006,16,11 to 20,6000,Less than 150K,0,8750,1,5500,Small Business,Dallas/Fort Worth TX,Texas,ID10,no,1,N
ID9751,12,11,No,51,280,3,1,1K,44,40-49,Female,1,2004,26,21 to 30,4000,150K - 300K,2,8751,2,1000,Small Business,Dallas/Fort Worth TX,Texas,ID17,yes,1,N
ID9752,22,0,No,131,1147,5,1,10K,66,60-69,Female,3,2009,37,31 to 40,12000,300K+,1,8752,1,0,Personal,New York NY,New York,ID10,no,1,N
ID9753,1,0,No,136,1147,5,1,10K,46,40-49,Male,2,2003,2,1 to 10,25000,300K+,1,8753,1,8000,Personal,New York NY,New York,ID18,no,1,N
ID9754,0,0,No,139,1147,4,1,10K,37,30-39,Female,1,2005,14,11 to 20,9000,300K+,2,8754,2,0,Personal,New York NY,New York,ID18,no,1,N
ID9755,0,,No,,1147,5,1,5K,34,30-39,Female,1,2007,0,0,8000,300K+,0,8755,1,0,Personal,New York NY,New York,ID18,no,1,N
ID9756,0,0,No,147,1147,4,1,1K,50,50-59,Female,1,2009,17,11 to 20,6000,300K+,1,8756,1,14000,Personal,New York NY,New York,ID10,no,1,N
ID9757,,,Yes,,1147,4,0,1K,29,20-29,Female,2,2011,4,1 to 10,47000,300K+,2,8757,2,10500,Personal,New York NY,New York,ID18,no,1,N
ID9758,0,0,No,154,1147,2,1,10K,58,50-59,Male,1,2005,13,11 to 20,1000,300K+,0,8758,1,13500,Personal,New York NY,New York,ID10,no,1,N
ID9759,25,23,No,143,1147,3,0,25K,31,30-39,Female,1,2003,21,21 to 30,22000,300K+,1,8759,1,6000,Personal,New York NY,New York,ID18,yes,1,N
ID9760,0,0,No,135,1147,4,0,25K,43,40-49,Female,2,2009,26,21 to 30,9000,150K - 300K,0,8760,1,9000,Personal,New York NY,New York,ID18,no,1,N
ID9761,97,84,No,134,1147,2,1,1K,22,20-29,Female,1,2010,4,1 to 10,47000,Less than 150K,2,8761,2,3000,Personal,New York NY,New York,ID10,yes,1,N
ID9762,0,0,No,138,1147,3,0,1K,78,70-79,Female,1,2011,37,31 to 40,7000,Less than 150K,0,8762,1,6000,Personal,New York NY,New York,ID18,no,1,N
ID9763,0,0,No,144,1147,4,0,25K,23,20-29,Male,2,2004,1,1 to 10,1000,Less than 150K,0,8763,1,9000,Personal,New York NY,New York,ID18,no,1,N
ID9764,19,0,No,125,1147,2,0,1K,62,60-69,Male,1,2010,60,51 to 60,4000,Less than 150K,0,8764,1,500,Personal,New York NY,New York,ID10,no,1,N
ID9765,108,126,No,138,1147,2,0,1K,79,70-79,Male,1,2003,13,11 to 20,2000,Less than 150K,0,8765,1,9000,Personal,New York NY,New York,ID10,yes,1,N
ID9766,0,0,No,142,1147,4,1,1K,17,0-19,Female,1,2011,2,1 to 10,7000,300K+,3,8766,3,4500,Small Business,New York NY,New York,ID10,no,1,N
ID9767,0,29,No,81,552,3,0,1K,37,30-39,Male,1,2006,9,1 to 10,7000,300K+,3,8767,3,10500,Corporate,Chicago IL,Illinois,ID7,yes,1,N
ID9768,0,0,No,87,552,5,1,25K,48,40-49,Female,1,2007,0,0,12000,300K+,2,8768,2,3000,Corporate,Chicago IL,Illinois,ID15,no,1,N
ID9769,0,0,No,76,522,4,0,1K,62,60-69,Male,3,2012,15,11 to 20,7000,300K+,1,8769,1,3000,Corporate,Chicago IL,Illinois,ID5,no,1,N
ID9770,6,18,No,80,522,5,0,25K,40,40-49,Female,2,2003,14,11 to 20,21000,300K+,1,8770,1,10500,Corporate,Chicago IL,Illinois,ID18,yes,1,N
ID9771,0,8,No,74,522,3,0,1K,80,80+,Female,1,2003,23,21 to 30,6000,300K+,0,8771,1,7500,Corporate,Chicago IL,Illinois,ID7,yes,1,N
ID9772,3,0,No,77,522,4,0,1K,51,50-59,Female,1,2010,37,31 to 40,9000,300K+,0,8772,1,4500,Corporate,Chicago IL,Illinois,ID12,no,1,N
ID9773,6,0,No,80,552,2,1,1K,61,60-69,Female,3,2012,15,11 to 20,5000,Less than 150K,0,8773,1,13500,Corporate,Chicago IL,Illinois,ID19,no,1,N
ID9774,0,0,No,78,522,2,1,1K,42,40-49,Male,1,2009,45,41 to 50,33000,Less than 150K,2,8774,2,2000,Corporate,Chicago IL,Illinois,ID5,no,1,N
ID9775,0,0,No,78,552,4,1,25K,63,60-69,Female,1,2011,14,11 to 20,8000,300K+,0,8775,1,13000,Personal,Chicago IL,Illinois,ID19,no,1,N
ID9776,35,44,No,75,522,4,0,1K,48,40-49,Male,1,2006,48,41 to 50,3000,300K+,2,8776,2,0,Personal,Chicago IL,Illinois,ID10,yes,1,N
ID9777,0,0,No,82,552,4,1,1K,51,50-59,Male,1,2009,15,11 to 20,3000,300K+,0,8777,1,21000,Personal,Chicago IL,Illinois,ID15,no,1,N
ID9778,0,0,No,76,522,5,0,25K,38,30-39,Female,1,2010,16,11 to 20,13000,300K+,1,8778,1,7000,Personal,Chicago IL,Illinois,ID8,no,1,N
ID9779,0,11,No,71,522,4,0,1K,41,40-49,Male,1,2005,26,21 to 30,6000,300K+,1,8779,1,4500,Personal,Chicago IL,Illinois,ID5,yes,1,N
ID9780,5,11,No,85,552,4,0,5K,45,40-49,Female,1,2009,9,1 to 10,9000,300K+,1,8780,1,7500,Personal,Chicago IL,Illinois,ID15,yes,1,N
ID9781,5,14,No,75,552,3,0,1K,30,30-39,Male,0,2005,4,1 to 10,10000,300K+,1,8781,1,4500,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9782,0,69,No,96,552,4,0,1K,43,40-49,Female,2,2012,6,1 to 10,10000,300K+,2,8782,2,16000,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9783,17,27,No,88,522,4,1,1K,30,30-39,Female,1,2007,9,1 to 10,16000,300K+,3,8783,3,6000,Personal,Chicago IL,Illinois,ID12,yes,1,N
ID9784,0,2,No,78,522,4,0,1K,42,40-49,Female,1,2005,2,1 to 10,13000,300K+,2,8784,2,15000,Personal,Chicago IL,Illinois,ID10,no,1,N
ID9785,8,0,No,73,522,5,0,25K,36,30-39,Male,1,2007,8,1 to 10,8000,300K+,1,8785,1,9500,Personal,Chicago IL,Illinois,ID18,no,1,N
ID9786,50,51,No,73,522,4,1,1K,52,50-59,Male,0,2003,40,41 to 50,4000,300K+,0,8786,1,12000,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9787,0,0,No,84,552,1,1,1K,47,40-49,Female,1,2012,47,41 to 50,1000,300K+,0,8787,1,0,Personal,Chicago IL,Illinois,ID7,no,1,N
ID9788,87,96,No,73,552,4,0,25K,32,30-39,Female,0,2006,3,1 to 10,16000,300K+,3,8788,3,4500,Personal,Chicago IL,Illinois,ID19,yes,1,N
ID9789,0,4,No,85,522,5,1,10K,34,30-39,Male,1,2010,12,11 to 20,4000,300K+,0,8789,1,16000,Personal,Chicago IL,Illinois,ID6,no,1,N
ID9790,0,0,No,69,522,4,1,5K,56,50-59,Male,1,2004,8,1 to 10,25000,300K+,2,8790,2,6000,Personal,Chicago IL,Illinois,ID12,no,1,N
ID9791,0,0,No,68,522,4,0,25K,42,40-49,Male,1,2006,24,21 to 30,8000,300K+,1,8791,1,2000,Personal,Chicago IL,Illinois,ID8,no,1,N
ID9792,108,93,No,73,522,4,0,1K,77,70-79,Male,2,2012,12,11 to 20,3000,300K+,0,8792,1,13000,Personal,Chicago IL,Illinois,ID12,yes,1,N
ID9793,80,88,No,83,522,3,0,1K,43,40-49,Female,2,2005,19,11 to 20,2000,300K+,0,8793,1,6000,Personal,Chicago IL,Illinois,ID12,yes,1,N
ID9794,0,0,No,87,552,3,0,1K,32,30-39,Female,1,2005,27,21 to 30,1000,300K+,1,8794,1,5000,Personal,Chicago IL,Illinois,ID10,no,1,N
ID9795,0,0,No,78,522,3,0,1K,70,70-79,Female,1,2003,21,21 to 30,7000,300K+,0,8795,1,7500,Personal,Chicago IL,Illinois,ID15,no,1,N
ID9796,12,12,No,83,552,3,0,1K,42,40-49,Female,1,2008,13,11 to 20,5000,300K+,1,8796,1,12000,Personal,Chicago IL,Illinois,ID10,yes,1,N
ID9797,0,65,No,78,522,2,1,1K,51,50-59,Female,2,2006,8,1 to 10,8000,300K+,0,8797,1,6000,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9798,52,47,No,73,522,3,1,25K,56,50-59,Male,1,2003,11,11 to 20,3000,300K+,0,8798,1,3000,Personal,Chicago IL,Illinois,ID11,yes,1,N
ID9799,50,57,No,76,522,2,1,1K,35,30-39,Male,1,2005,13,11 to 20,1000,300K+,2,8799,2,5500,Personal,Chicago IL,Illinois,ID15,yes,1,N
ID9800,45,57,No,71,522,3,0,1K,50,50-59,Female,1,2003,8,1 to 10,7000,300K+,1,8800,1,26500,Personal,Chicago IL,Illinois,ID12,yes,1,N
ID9801,13,0,No,76,552,3,0,1K,39,30-39,Female,1,2006,12,11 to 20,18000,300K+,2,8801,2,9000,Personal,Chicago IL,Illinois,ID7,no,1,N
ID9802,0,0,No,74,522,4,0,25K,65,60-69,Female,2,2011,26,21 to 30,3000,300K+,0,8802,1,1500,Personal,Chicago IL,Illinois,ID8,no,1,N
ID9803,0,0,No,83,552,4,1,1K,29,20-29,Female,1,2010,1,1 to 10,15000,300K+,2,8803,2,4500,Personal,Chicago IL,Illinois,ID15,no,1,N
ID9804,0,0,No,80,552,3,1,1K,45,40-49,Female,1,2012,19,11 to 20,5000,300K+,1,8804,1,15000,Personal,Chicago IL,Illinois,ID7,no,1,N
ID9805,60,67,No,89,552,3,0,25K,37,30-39,Male,1,2010,9,1 to 10,28000,300K+,1,8805,1,12000,Personal,Chicago IL,Illinois,ID15,yes,1,N
ID9806,0,0,No,88,552,4,0,1K,41,40-49,Male,2,2003,0,0,3000,300K+,0,8806,1,51000,Personal,Chicago IL,Illinois,ID7,no,1,N
ID9807,0,0,No,88,552,3,0,25K,24,20-29,Male,2,2005,44,41 to 50,2000,300K+,0,8807,1,9000,Personal,Chicago IL,Illinois,ID19,no,1,N
ID9808,0,0,No,73,522,3,0,25K,27,20-29,Female,1,2005,15,11 to 20,21000,300K+,1,8808,1,3000,Personal,Chicago IL,Illinois,ID8,no,1,N
ID9809,0,0,No,76,522,4,1,1K,48,40-49,Female,2,2003,15,11 to 20,9000,300K+,1,8809,1,6000,Personal,Chicago IL,Illinois,ID5,no,1,N
ID9810,0,10,No,87,552,3,1,1K,54,50-59,Female,1,2008,36,31 to 40,8000,300K+,0,8810,1,6000,Personal,Chicago IL,Illinois,ID10,yes,1,N
ID9811,0,32,No,81,552,3,0,25K,61,60-69,Male,2,2007,10,1 to 10,14000,300K+,3,8811,3,13000,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9812,22,17,No,69,522,3,1,1K,28,20-29,Female,1,2004,7,1 to 10,36000,300K+,2,8812,2,6000,Personal,Chicago IL,Illinois,ID7,yes,1,N
ID9813,0,0,No,82,552,4,1,1K,48,40-49,Male,1,2007,16,11 to 20,6000,300K+,4,8813,4,3500,Personal,Chicago IL,Illinois,ID7,no,1,N
ID9814,0,0,No,69,522,4,0,1K,17,0-19,Male,2,2010,29,21 to 30,2000,150K - 300K,1,8814,1,3000,Personal,Chicago IL,Illinois,ID6,no,1,N
ID9815,0,0,No,71,522,4,1,1K,80,80+,Female,1,2008,10,11 to 20,2000,150K - 300K,0,8815,1,13500,Personal,Chicago IL,Illinois,ID18,no,1,N
ID9816,3,6,No,80,522,3,0,1K,60,60-69,Male,2,2012,54,51 to 60,10000,150K - 300K,0,8816,1,2000,Personal,Chicago IL,Illinois,ID8,yes,1,N
ID9817,0,0,No,77,522,2,1,1K,18,0-19,Female,2,2012,33,31 to 40,5000,Less than 150K,0,8817,1,6000,Personal,Chicago IL,Illinois,ID14,no,1,N
ID8370,0,0,No,95,783,4,1,25K,37,30-39,Male,2,2012,2,1 to 10,11000,300K+,2,7370,2,6000,Personal,Hartford CT,Connecticut,ID13,no,1,N
ID8371,97,103,No,94,783,3,0,25K,32,30-39,Female,1,2009,38,31 to 40,2000,300K+,0,7371,1,2500,Personal,Hartford CT,Connecticut,ID15,yes,1,N
ID8372,,,Yes,,783,3,0,1K,25,20-29,Male,2,2011,9,1 to 10,7000,300K+,0,7372,1,1500,Personal,Hartford CT,Connecticut,ID15,no,1,N
ID8373,0,0,No,93,783,2,1,1K,73,70-79,Female,1,2005,13,11 to 20,6000,Less than 150K,0,7373,1,12000,Personal,Hartford CT,Connecticut,ID13,no,1,N
ID8374,32,41,No,94,783,1,0,1K,25,20-29,Female,1,2003,15,11 to 20,3000,Less than 150K,0,7374,1,10000,Personal,Hartford CT,Connecticut,ID13,yes,1,N
ID8375,0,0,No,98,783,4,0,25K,38,30-39,Female,1,2008,27,21 to 30,25000,Less than 150K,2,7375,2,10500,Personal,Hartford CT,Connecticut,ID13,no,1,N
ID8376,1,0,No,96,783,3,1,1K,60,60-69,Female,1,2006,29,21 to 30,6000,Less than 150K,0,7376,1,4500,Personal,Hartford CT,Connecticut,ID15,no,1,N
ID8377,12,14,No,101,783,4,0,1K,47,40-49,Female,1,2006,8,1 to 10,18000,300K+,3,7377,3,6000,Small Business,Hartford CT,Connecticut,ID15,yes,1,N
ID8378,33,25,No,113,888,3,0,1K,56,50-59,Female,1,2010,19,11 to 20,6000,300K+,0,7378,1,3000,Personal,Denver CO,Colorado,ID7,yes,1,N
ID8379,16,36,No,127,888,4,1,25K,36,30-39,Female,1,2004,2,1 to 10,16000,300K+,1,7379,1,7500,Personal,Denver CO,Colorado,ID7,yes,1,N
ID8380,35,24,No,129,888,3,0,25K,62,60-69,Female,1,2012,15,11 to 20,10000,300K+,0,7380,1,4500,Personal,Denver CO,Colorado,ID20,yes,1,N
ID8381,7,0,No,121,888,3,1,1K,19,0-19,Female,2,2012,26,21 to 30,31000,Less than 150K,6,7381,6,2500,Personal,Denver CO,Colorado,ID17,no,1,N
ID8382,0,0,No,123,888,2,1,1K,22,20-29,Male,2,2003,29,21 to 30,5000,Less than 150K,0,7382,1,0,Personal,Denver CO,Colorado,ID20,no,1,N
ID8383,35,34,No,80,522,4,0,25K,35,30-39,Male,1,2004,6,1 to 10,8000,300K+,1,7383,1,3700,Corporate,Fayetteville AR,Arkansas,ID19,yes,1,N
ID8384,69,70,No,89,522,5,1,25K,36,30-39,Male,1,2003,18,11 to 20,28000,300K+,3,7384,3,9000,Corporate,Fayetteville AR,Arkansas,ID14,yes,1,N
ID8385,38,39,No,78,522,3,0,1K,20,20-29,Male,1,2010,10,11 to 20,8000,300K+,1,7385,1,10000,Corporate,Fayetteville AR,Arkansas,ID18,yes,1,N
ID8386,0,0,No,78,522,3,1,1K,72,70-79,Female,2,2003,40,31 to 40,3000,150K - 300K,0,7386,1,9000,Corporate,Fayetteville AR,Arkansas,ID10,no,1,N
ID8387,0,0,No,87,552,4,0,1K,71,70-79,Female,1,2005,7,1 to 10,2000,Less than 150K,0,7387,1,10500,Corporate,Little Rock AR,Arkansas,ID8,no,1,N
ID8388,11,14,No,89,522,4,0,1K,43,40-49,Male,1,2008,18,11 to 20,9000,300K+,0,7388,1,1500,Personal,Fayetteville AR,Arkansas,ID17,yes,1,N
ID8389,77,82,No,88,522,4,1,1K,36,30-39,Female,2,2003,15,11 to 20,2000,300K+,2,7389,2,0,Personal,Fayetteville AR,Arkansas,ID13,yes,1,N
ID8390,147,205,No,80,552,4,0,1K,30,30-39,Female,1,2007,4,1 to 10,19000,300K+,2,7390,2,4000,Personal,Little Rock AR,Arkansas,ID12,yes,1,N
ID8391,0,10,No,85,522,4,1,25K,54,50-59,Female,1,2011,0,0,17000,300K+,1,7391,1,6300,Personal,Fayetteville AR,Arkansas,ID20,yes,1,N
ID8392,76,82,No,78,522,4,1,1K,33,30-39,Male,2,2003,44,41 to 50,13000,300K+,2,7392,2,0,Personal,Fayetteville AR,Arkansas,ID17,yes,1,N
ID8393,0,0,No,80,522,5,0,10K,32,30-39,Female,1,2009,12,11 to 20,49000,300K+,1,7393,1,0,Personal,Fayetteville AR,Arkansas,ID18,no,1,N
ID8394,0,0,No,76,522,4,0,1K,36,30-39,Female,1,2003,30,31 to 40,15000,300K+,3,7394,3,4500,Personal,Fayetteville AR,Arkansas,ID20,no,1,N
ID8395,0,0,No,80,522,4,1,1K,42,40-49,Female,1,2006,31,31 to 40,7000,300K+,0,7395,1,9000,Personal,Fayetteville AR,Arkansas,ID8,no,1,N
ID8396,30,29,No,80,522,4,0,1K,45,40-49,Female,2,2008,38,31 to 40,5000,300K+,2,7396,2,7500,Personal,Fayetteville AR,Arkansas,ID18,yes,1,N
ID8397,45,46,No,82,522,4,1,1K,24,20-29,Male,2,2004,31,31 to 40,17000,300K+,2,7397,2,4500,Personal,Fayetteville AR,Arkansas,ID19,yes,1,N
ID8398,0,3,No,78,522,4,1,25K,27,20-29,Male,0,2003,38,31 to 40,7000,300K+,0,7398,1,5000,Personal,Fayetteville AR,Arkansas,ID8,no,1,N
ID8399,8,1,No,81,552,4,1,1K,45,40-49,Female,1,2012,18,11 to 20,4000,300K+,0,7399,1,1500,Personal,Little Rock AR,Arkansas,ID13,no,1,N
ID8400,40,27,No,75,522,5,0,1K,49,40-49,Male,1,2008,0,0,10000,300K+,0,7400,1,5000,Personal,Fayetteville AR,Arkansas,ID14,yes,1,N
ID8401,15,0,No,65,522,4,0,25K,27,20-29,Female,2,2004,16,11 to 20,4000,300K+,0,7401,1,3000,Personal,Fayetteville AR,Arkansas,ID14,no,1,N
